A_x,A_y,A_z,CGHeight,ChassisPitchAngle,ChassisRollAngle,time,TireLoadFL,TireLoadFR,TireLoadRL,TireLoadRR
0.16,-1.32,0.03,404.5,-3.92,0.82,72.35,4540,355,4005,1391
0.07,-1.29,-0.03,405.4,-3.96,0.9,72.4,4700,640,3564,1044
-0.1,-1.31,-0.01,405.2,-4,0.96,72.45,4596,874,3435,1138
0.12,-1.41,0.12,403.5,-4,0.93,72.5,5310,1049,4027,1167
-0.14,-1.36,0.09,402.6,-3.9,0.9,72.55,5095,744,3848,1070
0.08,-1.34,0.06,402.8,-3.84,0.91,72.6,4716,626,4143,1407
0.12,-1.27,0.03,403.6,-3.82,1,72.65,4497,587,3608,1322
-0.08,-1.31,0.02,404,-3.84,1.05,72.7,4694,967,3652,1113
0.02,-1.29,0.03,404,-3.85,1.02,72.75,4904,1003,3529,955
-0.04,-1.26,0.02,404.2,-3.79,1.01,72.8,4572,516,3942,1307
0,-1.25,0,404.5,-3.83,1.06,72.85,4491,601,3758,1319
0,-1.19,-0.05,405.5,-3.89,1.1,72.9,4376,703,3375,1056
-0.06,-1.3,0.04,404.8,-4,1.13,72.95,4990,1139,3435,968
-0.07,-1.27,0,404.9,-3.97,1.06,73,4645,791,3405,1060
0.09,-1.3,0.05,404.2,-3.93,1.02,73.05,4549,637,4257,1343
0.02,-1.26,-0.01,404.4,-3.98,1.03,73.1,4728,719,3471,1148
-0.11,-1.29,0.02,403.9,-4.02,1.03,73.15,5050,943,3485,999
-0.04,-1.31,0.04,403.6,-3.99,1.02,73.2,4972,933,3601,1000
-0.05,-1.3,0.01,403.6,-3.93,1,73.25,4290,781,4106,1293
-0.06,-1.34,0.04,403.1,-4.01,0.93,73.3,4931,945,3682,897
-0.06,-1.29,-0.01,403.7,-4.05,0.9,73.35,5017,1017,3356,623
-0.03,-1.36,0.03,403.5,-3.99,0.82,73.4,4824,596,4019,1092
0.01,-1.33,0,403.8,-4.01,0.82,73.45,4504,644,3873,1152
0.15,-1.34,0.03,403.8,-4.05,0.81,73.5,4833,883,3790,965
0.52,-1.23,0.04,404.4,-3.95,0.83,73.55,4517,661,4081,1373
0.47,-1.37,0.11,404.3,-3.75,0.9,73.6,4258,478,4548,2044
0.33,-1.34,0.04,405.3,-3.68,0.84,73.65,4324,173,4464,1672
0.32,-1.38,0.05,405.9,-3.69,0.85,73.7,4767,429,4227,1328
0.3,-1.32,0.01,406.7,-3.7,0.95,73.75,4491,439,3894,1210
0.37,-1.29,-0.02,407.3,-3.68,1.02,73.8,4139,341,4151,1495
0.31,-1.33,0.03,406.8,-3.74,1.1,73.85,4684,661,3975,1185
0.32,-1.31,0.03,406.9,-3.75,1.12,73.9,4684,816,3921,1115
0.35,-1.32,0.05,406.4,-3.7,1.14,73.95,4603,713,4255,1438
0.35,-1.23,0.06,405.6,-3.57,1.18,74,4179,215,4338,1680
0.35,-1.27,0.11,405.2,-3.55,1.37,74.05,4429,946,4259,1861
0.31,-1.18,0.07,405.4,-3.57,1.45,74.1,4600,936,3704,1358
0.37,-1.07,0.08,405.8,-3.48,1.73,74.15,3859,877,3926,2078
0.35,-0.96,0.08,405.5,-3.44,1.89,74.2,3883,1119,3786,1912
0.36,-0.87,0.05,405.8,-3.44,1.98,74.25,3844,1179,3627,1714
0.36,-0.75,0.03,406.2,-3.38,2.2,74.3,3344,1230,3514,2102
0.36,-0.69,0.04,406.4,-3.36,2.34,74.35,3410,1120,3454,2325
0.33,-0.63,0.02,406.6,-3.39,2.43,74.4,3271,1671,3082,2056
0.36,-0.57,0.06,406.2,-3.38,2.54,74.45,3096,1972,3263,2155
0.35,-0.51,0.01,406.7,-3.32,2.54,74.5,2943,1512,3425,2309
0.34,-0.51,0.11,405.5,-3.33,2.53,74.55,3320,1983,3248,2436
0.36,-0.49,0.05,406,-3.3,2.53,74.6,3185,1936,3167,2268
0.31,-0.49,0.09,405.3,-3.22,2.53,74.65,3123,1907,3294,2195
0.34,-0.49,0.05,405.5,-3.18,2.5,74.7,2886,1820,3320,2365
0.33,-0.45,0.03,406.1,-3.18,2.44,74.75,2992,1942,3100,2256
0.33,-0.45,-0.04,407.5,-3.19,2.37,74.8,2837,1690,3102,1929
0.35,-0.47,0.01,407.3,-3.19,2.35,74.85,2895,1618,3162,2329
0.31,-0.47,-0.03,407.9,-3.21,2.22,74.9,2889,1623,3247,1938
0.34,-0.49,0.01,407.8,-3.23,2.13,74.95,2823,1795,3134,2218
0.33,-0.5,0,407.8,-3.24,2.03,75,3131,1737,3195,1907
0.35,-0.51,-0.01,407.9,-3.24,1.88,75.05,2881,1609,3306,2063
0.35,-0.5,-0.01,407.9,-3.24,1.77,75.1,2650,1607,3278,2105
0.32,-0.48,-0.07,408.9,-3.28,1.68,75.15,2585,1562,3149,1895
0.32,-0.49,-0.11,410,-3.4,1.49,75.2,2779,1415,2951,1717
0.33,-0.55,-0.02,408.9,-3.47,1.36,75.25,3317,1639,3058,1812
0.32,-0.54,-0.04,408.9,-3.47,1.3,75.3,3149,1487,3102,1817
0.33,-0.53,-0.02,408,-3.44,1.23,75.35,2795,1492,3380,2064
0.33,-0.49,-0.09,408.8,-3.52,1.18,75.4,2734,1548,3078,1859
0.33,-0.49,-0.07,408.8,-3.59,1.12,75.45,2809,1668,2955,1860
0.35,-0.49,0.04,407.2,-3.62,0.94,75.5,3005,2071,3122,2009
0.34,-0.55,0.1,405.5,-3.54,0.75,75.55,3267,1848,3697,2136
0.33,-0.51,0.09,405.1,-3.5,0.65,75.6,3034,1925,3499,2241
0.33,-0.43,0.04,405.4,-3.47,0.5,75.65,3010,1799,3335,2180
0.31,-0.35,-0.05,406.9,-3.49,0.45,75.7,2690,1758,2977,1993
0.32,-0.34,-0.05,407.1,-3.51,0.43,75.75,2729,2000,2857,2144
0.3,-0.27,0,406.7,-3.49,0.36,75.8,2703,2173,2957,1985
0.32,-0.24,0.01,406.6,-3.45,0.3,75.85,2571,1761,3105,2446
0.32,-0.19,0.02,406.3,-3.46,0.28,75.9,2656,2124,2881,2324
0.33,-0.14,0.05,405.9,-3.46,0.28,75.95,2731,2416,2820,2433
0.33,-0.09,0,406.2,-3.38,0.24,76,2153,2101,2884,2751
0.34,-0.09,0.05,405.6,-3.38,0.22,76.05,2344,2122,3026,2660
0.31,-0.04,-0.05,406.9,-3.41,0.19,76.1,2248,2268,2525,2389
0.32,0,0.02,406.4,-3.41,0.16,76.15,2404,2432,2530,2752
0.29,0.03,-0.01,406.8,-3.41,0.13,76.2,2288,2420,2518,2512
0.32,0.09,0.02,406.3,-3.38,0.13,76.25,2171,2597,2537,2785
0.33,0.16,0.06,405.6,-3.35,0.16,76.3,2297,2677,2518,2874
0.29,0.18,0.03,405.7,-3.33,0.2,76.35,2142,2803,2464,2857
0.3,0.24,0.03,405.8,-3.29,0.26,76.4,2057,2656,2379,2993
0.28,0.25,-0.01,406.4,-3.28,0.3,76.45,1917,2752,2338,2805
0.27,0.24,0,406.4,-3.29,0.3,76.5,1952,2772,2252,2880
0.28,0.27,0.02,406.6,-3.28,0.25,76.55,1818,2889,2379,2833
0.3,0.26,0,406.9,-3.27,0.17,76.6,1830,2761,2531,2883
0.29,0.24,0,406.9,-3.28,0.09,76.65,1839,2788,2468,2803
0.28,0.2,0,407.1,-3.3,-0.14,76.7,2031,2722,2468,2625
0.21,0.15,-0.08,408.3,-3.33,-0.27,76.75,1705,2337,2328,2503
0.17,0.16,-0.11,408.8,-3.38,-0.34,76.8,1914,2364,2431,2289
-0.01,0.08,-0.07,407.6,-3.49,-0.44,76.85,2435,2785,1930,2157
0,0.04,0.07,404.7,-3.49,-0.58,76.9,2596,2883,2477,2385
-0.01,0.01,0.08,403.7,-3.48,-0.69,76.95,2904,2867,2689,2424
-0.02,-0.06,0,403.6,-3.45,-0.84,77,2521,2307,2646,2423
0.01,-0.05,-0.04,404.6,-3.51,-0.92,77.05,2604,2345,2480,2095
-0.02,-0.04,-0.08,405.4,-3.57,-0.93,77.1,2732,2536,1961,1883
0.01,0.05,0.12,402.6,-3.51,-0.84,77.15,3032,3077,2298,2516
-0.13,0.12,0.12,401.4,-3.38,-0.71,77.2,2330,3066,2718,3042
-0.19,0.21,0.08,401.3,-3.38,-0.66,77.25,2437,3211,2170,2704
-0.34,0.29,0.03,401.2,-3.42,-0.76,77.3,2320,3527,2105,2176
-0.5,0.34,0.03,401.3,-3.48,-0.9,77.35,2396,3197,1874,2541
-0.52,0.35,-0.05,402.2,-3.59,-0.97,77.4,2623,3200,1460,2085
-0.58,0.4,-0.13,404,-3.81,-0.86,77.45,2220,3096,1149,2069
-0.61,0.45,-0.12,404.4,-4.01,-0.67,77.5,2430,3632,837,2067
-0.69,0.52,-0.02,402.8,-4.1,-0.55,77.55,2592,4549,698,1894
-0.7,0.68,0.14,398.2,-4.07,-0.48,77.6,2331,4706,1409,2906
-0.34,0.72,0.06,397.9,-4.02,-0.58,77.65,1734,4131,1503,3115
-0.24,0.7,0.01,398.9,-4.01,-0.71,77.7,1983,3808,1467,2689
-0.46,0.66,-0.08,401.5,-3.94,-0.8,77.75,1669,3477,1214,2614
-0.67,0.66,-0.06,402.1,-3.99,-0.81,77.8,1780,3592,1463,2576
-0.56,0.67,-0.13,403.1,-4.12,-0.78,77.85,1780,3810,680,2289
-0.49,0.82,0.01,401.1,-4.31,-0.72,77.9,2585,4786,598,2196
-0.2,0.94,0.12,399.2,-4.18,-0.54,77.95,2060,4680,1246,3132
-0.19,0.95,0.14,398.2,-4.01,-0.43,78,1308,4498,1489,3732
-0.15,0.93,0,400,-3.82,-0.46,78.05,1028,3959,1533,3441
-0.14,0.84,-0.13,403.2,-3.84,-0.63,78.1,996,3700,1214,2840
-0.13,0.88,-0.12,404.2,-3.9,-0.74,78.15,1016,3723,1217,2778
-0.16,0.91,-0.11,405.8,-4.05,-0.86,78.2,1127,3962,1088,2789
-0.16,0.96,-0.08,405.4,-4.15,-0.88,78.25,1257,4198,1000,2787
-0.16,1.05,0.01,403.9,-4.16,-0.85,78.3,1358,4494,1030,3270
-0.17,1.12,0.03,402.1,-4.15,-0.78,78.35,1181,4479,1277,3577
-0.17,1.16,0,401.6,-4.17,-0.72,78.4,1121,4568,991,3504
-0.16,1.17,-0.02,401.7,-4.2,-0.69,78.45,1025,4424,974,3640
-0.14,1.23,0,401.9,-4.27,-0.59,78.5,1025,4654,781,3479
-0.18,1.27,0,401.8,-4.32,-0.52,78.55,1076,4810,911,3459
-0.18,1.33,0.02,401.3,-4.33,-0.44,78.6,938,5011,725,3582
-0.17,1.38,0.04,400.7,-4.31,-0.37,78.65,791,4839,918,3846
-0.18,1.33,-0.02,401.2,-4.32,-0.34,78.7,674,4523,921,3776
-0.17,1.34,-0.02,401.4,-4.36,-0.31,78.75,782,4770,694,3709
-0.19,1.36,-0.04,402.2,-4.45,-0.32,78.8,595,5078,846,3473
-0.19,1.42,0.02,401.1,-4.48,-0.33,78.85,676,5435,887,3573
-0.11,1.46,0.05,400.5,-4.45,-0.38,78.9,729,5358,994,3812
-0.01,1.42,0.04,400.1,-4.39,-0.5,78.95,468,5077,1133,3981
0.08,1.41,0.07,400.1,-4.36,-0.66,79,727,5004,1029,3849
0.13,1.27,-0.01,401.6,-4.31,-0.76,79.05,59,4613,1061,3811
0.15,1.36,0.05,401.4,-4.27,-1.04,79.1,637,4795,1453,3907
0.17,1.32,0.04,401.6,-4.23,-1.16,79.15,765,4915,1131,3771
0.16,1.4,0.12,400.8,-4.15,-1.23,79.2,889,4877,1298,4236
0.19,1.28,0.08,401.2,-4,-1.36,79.25,635,4208,1705,4105
0.18,1.21,0.01,402.6,-4.02,-1.49,79.3,807,4329,1402,3759
0.18,1.2,0.02,402.9,-4.05,-1.56,79.35,821,4537,1203,3462
0.19,1.22,0.05,403,-4.06,-1.73,79.4,1379,4448,1531,3740
0.18,1.22,0.05,402.3,-3.99,-1.73,79.45,579,4786,1609,4066
0.24,1.3,0.14,400.9,-3.94,-1.78,79.5,1011,4602,2153,4132
0.23,1.31,0.1,400.9,-3.86,-1.71,79.55,879,4567,1332,4294
0.22,1.32,0.1,401,-3.82,-1.66,79.6,741,4708,1402,4162
0.23,1.31,0.06,401.7,-3.8,-1.62,79.65,568,4642,1454,4175
0.21,1.38,0.08,401.9,-3.78,-1.6,79.7,741,4765,1359,4090
0.25,1.29,-0.01,403.8,-3.78,-1.71,79.75,220,4396,1552,4084
0.21,1.4,0.11,403,-3.82,-1.8,79.8,644,5052,1257,3944
0.23,1.38,0.08,403.1,-3.8,-1.95,79.85,989,4843,1254,4270
0.28,1.47,0.2,400.1,-3.68,-1.93,79.9,1003,5193,1508,4509
0.31,1.44,0.17,400.1,-3.58,-1.9,79.95,762,4722,1744,4687
0.3,1.29,0.09,401.5,-3.48,-1.94,80,561,4410,1501,4361
0.32,1.2,0.03,403,-3.48,-2.06,80.05,1092,4229,1584,3831
0.32,1.18,0.03,403.5,-3.46,-2.07,80.1,795,4194,1454,4064
0.32,1.19,0.1,403.4,-3.38,-2.05,80.15,1046,4346,1451,4227
0.31,1.09,0.03,404.5,-3.31,-2.04,80.2,664,3491,1574,4055
0.35,0.94,-0.15,407.7,-3.3,-2.1,80.25,252,2453,1934,4172
0.17,1.06,0.1,404.3,-3.5,-2.11,80.3,1671,5835,526,2448
0.4,1.22,0.32,399.1,-3.2,-2.25,80.35,1915,4645,2387,5055
0.35,1.21,0.41,395.6,-2.94,-2.24,80.4,1380,3798,2833,5604
0.27,0.93,0.04,400.1,-2.87,-2.15,80.45,737,3773,2013,3867
0.27,0.87,-0.11,405.4,-3.03,-2.24,80.5,1039,3580,1255,3213
0.28,0.89,-0.05,406.6,-3.1,-2.36,80.55,1426,3673,1365,2908
0.3,0.96,0.04,406.4,-3.06,-2.35,80.6,1212,3912,1765,3769
0.3,1.01,0.09,405.6,-3,-2.26,80.65,917,3999,1840,4020
0.27,0.97,0.03,406.2,-2.99,-2.26,80.7,1085,3562,1741,3969
0.27,0.93,-0.03,407.2,-3.05,-2.3,80.75,962,3706,1670,3264
0.3,0.92,-0.03,408.3,-3.1,-2.29,80.8,1007,3309,1644,3650
0.27,0.91,-0.07,408.9,-3.17,-2.27,80.85,1247,3274,1353,3376
0.3,0.92,-0.05,408.6,-3.24,-2.1,80.9,1172,3604,1478,3467
0.3,0.93,0.03,407.4,-3.24,-1.9,80.95,947,3584,1539,4023
0.29,0.91,-0.03,407.9,-3.26,-1.83,81,940,3492,1595,3884
0.26,0.85,-0.07,408.8,-3.38,-1.75,81.05,1157,3414,1364,3425
0.28,0.87,-0.06,408.7,-3.43,-1.66,81.1,1128,3446,1712,3419
0.31,0.86,-0.02,408.2,-3.45,-1.59,81.15,1029,3456,1673,3625
0.28,0.82,0.02,407.4,-3.51,-1.47,81.2,1522,3660,1525,3455
0.31,0.76,-0.02,407.4,-3.52,-1.4,81.25,1088,3394,1840,3444
0.29,0.7,-0.02,407.2,-3.54,-1.4,81.3,1235,3223,1832,3513
0.28,0.63,0.04,405.6,-3.57,-1.42,81.35,2179,3573,1721,3107
0.32,0.54,0.03,405.1,-3.47,-1.37,81.4,1244,2835,2402,3690
0.27,0.5,0.01,405.3,-3.47,-1.36,81.45,1498,2574,2352,3523
0.27,0.32,-0.12,407.7,-3.61,-1.36,81.5,1927,2591,1786,2544
0.29,0.23,-0.02,406.9,-3.65,-1.34,81.55,2267,2677,2107,2628
0.29,0.19,0.05,405.8,-3.62,-1.29,81.6,2320,2657,2233,2920
0.29,0.12,0.01,405.5,-3.57,-1.29,81.65,1941,2333,2721,2827
0.25,0.05,-0.02,405.6,-3.62,-1.32,81.7,2692,2464,2211,2395
0.26,0.02,0.01,405.1,-3.62,-1.32,81.75,2818,2505,2464,2476
0.28,-0.05,-0.01,405.2,-3.57,-1.29,81.8,2184,1899,2982,2776
0.26,-0.07,-0.11,406.8,-3.64,-1.28,81.85,2443,1959,2528,2192
0.25,-0.09,-0.05,406.4,-3.69,-1.26,81.9,2713,2271,2206,2217
0.27,-0.12,0.03,405.2,-3.66,-1.19,81.95,2698,2078,2821,2614
0.25,-0.12,0.07,404.1,-3.63,-1.08,82,2683,2317,2692,2686
0.24,-0.12,0.03,404.3,-3.62,-0.99,82.05,2734,2256,2695,2270
0.23,-0.11,0.01,404.5,-3.61,-0.84,82.1,2493,2286,2667,2569
0.22,-0.1,-0.05,405.1,-3.64,-0.81,82.15,2750,2296,2407,2242
0.19,-0.12,0,404.8,-3.63,-0.78,82.2,2792,1970,2719,2438
0.01,-0.12,-0.03,404.6,-3.67,-0.6,82.25,2847,2246,2417,2208
0,-0.1,-0.01,404.4,-3.75,-0.43,82.3,2921,2576,2081,2266
-0.02,-0.09,-0.02,404,-3.77,-0.37,82.35,2623,2511,2385,2196
-0.01,-0.09,0,403,-3.78,-0.29,82.4,2964,2408,2254,2288
0,-0.09,0.06,401.9,-3.75,-0.19,82.45,3096,2440,2502,2268
0.09,-0.08,0.04,401.8,-3.73,-0.1,82.5,2836,2535,2586,2493
0.28,-0.06,0.05,402.2,-3.64,0.02,82.55,2547,2344,2690,2667
0.25,-0.06,0.03,403.2,-3.58,0.08,82.6,2617,2045,2754,2646
0.25,-0.06,-0.06,404.7,-3.57,0.17,82.65,2424,1896,2486,2472
0.24,-0.06,0.01,404.5,-3.57,0.42,82.7,2556,2566,2311,2501
0.29,-0.06,0.03,404.4,-3.52,0.55,82.75,2308,2193,2742,2952
0.26,-0.04,0.02,404.6,-3.53,0.59,82.8,2523,2459,2494,2492
0.27,-0.04,0.01,404.6,-3.51,0.67,82.85,2456,2184,2638,2788
0.25,-0.04,0,404.8,-3.5,0.75,82.9,2379,2221,2544,2580
0.27,-0.04,-0.04,405.4,-3.52,0.82,82.95,2406,2239,2450,2563
0.25,-0.04,-0.04,405.8,-3.54,0.96,83,2371,2082,2454,2601
0.24,-0.03,0,405.5,-3.54,1.07,83.05,2353,2255,2486,2454
0.27,-0.03,-0.04,405.7,-3.54,1.14,83.1,2257,2318,2621,2713
0.25,-0.03,0,405.1,-3.55,1.21,83.15,2488,2309,2445,2560
0.24,-0.03,0.02,404.6,-3.53,1.24,83.2,2482,2254,2698,2652
0.23,-0.04,0.02,404.5,-3.53,1.28,83.25,2634,2310,2415,2664
0.26,-0.05,0.03,403.7,-3.48,1.37,83.3,2401,2429,2806,2606
0.23,-0.04,0.05,403.7,-3.46,1.37,83.35,2319,2399,2568,2709
0.27,-0.06,-0.04,405,-3.48,1.34,83.4,2457,2049,2440,2361
0.23,-0.09,-0.02,405.2,-3.51,1.37,83.45,2750,2312,2522,2296
0.24,-0.08,0,405,-3.49,1.46,83.5,2378,2362,2512,2670
0.23,-0.11,0.01,404.5,-3.48,1.48,83.55,2586,2306,2586,2445
0.26,-0.14,0.03,404.3,-3.47,1.51,83.6,2680,2234,2857,2498
0.23,-0.14,0.02,404.4,-3.47,1.5,83.65,2554,2160,2801,2406
0.25,-0.16,-0.03,404.9,-3.47,1.49,83.7,2363,2006,2793,2564
0.23,-0.16,-0.04,405.8,-3.53,1.46,83.75,2648,2205,2433,2173
0.26,-0.21,0.07,404.2,-3.5,1.43,83.8,3025,2274,2784,2408
0.23,-0.22,0.09,403.3,-3.45,1.42,83.85,2748,2103,3196,2738
0.21,-0.2,0.03,403.4,-3.43,1.47,83.9,2740,2251,2698,2342
0.27,-0.21,0.02,403.8,-3.42,1.48,83.95,2484,2206,2675,2487
0.22,-0.22,0.01,404,-3.42,1.45,84,2649,2084,2909,2370
0.23,-0.22,-0.05,405.3,-3.43,1.39,84.05,2438,1895,2798,2180
0.24,-0.23,-0.03,405.5,-3.46,1.38,84.1,2578,1999,2654,2176
0.23,-0.23,-0.01,405.1,-3.46,1.37,84.15,2906,2080,3129,2296
0.25,-0.26,0.02,404.7,-3.45,1.38,84.2,2712,2045,2924,2458
0.23,-0.22,0.01,404.6,-3.44,1.39,84.25,3127,2189,2841,2244
0.24,-0.24,0.03,404.1,-3.43,1.4,84.3,2638,2012,3005,2490
0.23,-0.23,-0.01,404.9,-3.47,1.42,84.35,2700,2168,2540,2381
0.25,-0.22,-0.01,404.9,-3.48,1.41,84.4,2557,2116,2796,2361
0.22,-0.22,-0.02,404.8,-3.47,1.4,84.45,2965,2003,2903,2433
0.22,-0.2,0.02,404.5,-3.48,1.36,84.5,2595,2198,2808,2350
0.22,-0.21,0.02,404,-3.48,1.32,84.55,2857,2377,2841,2397
0.22,-0.2,0.02,403.9,-3.46,1.28,84.6,2748,2092,2806,2314
0.21,-0.17,-0.02,404.1,-3.45,1.29,84.65,2494,2100,2777,2332
0.22,-0.16,-0.05,405.3,-3.49,1.34,84.7,2363,2134,2590,2215
0.23,-0.16,-0.03,405.1,-3.51,1.33,84.75,2841,2328,2483,2177
0.25,-0.15,0.03,404.6,-3.49,1.34,84.8,2569,1853,2904,2543
0.24,-0.14,-0.07,405.9,-3.53,1.45,84.85,2212,1840,2530,2384
0.24,-0.12,-0.15,407.1,-3.59,1.53,84.9,2297,1910,2291,2175
0.22,-0.11,0.02,405,-3.64,1.64,84.95,2788,2714,2463,2305
0.22,-0.09,0.09,402.7,-3.55,1.65,85,2738,2423,2992,2861
0.19,-0.09,0.06,402.5,-3.54,1.64,85.05,2637,2350,2731,2641
0.19,-0.1,0.04,402.7,-3.55,1.65,85.1,2768,2393,2519,2329
0.22,-0.09,0.08,401.9,-3.53,1.68,85.15,2691,2608,2821,2685
0.2,-0.08,0.03,402.3,-3.5,1.68,85.2,2300,2527,2692,2725
0.19,-0.09,0.02,402.7,-3.49,1.58,85.25,2576,2377,2460,2522
0.23,-0.11,0.01,403.5,-3.5,1.52,85.3,2470,2204,2849,2476
0.19,-0.1,-0.01,403.7,-3.52,1.53,85.35,2843,2321,2426,2258
0.21,-0.12,0,403.3,-3.47,1.52,85.4,2445,2117,2845,2609
0.19,-0.14,0.03,402.9,-3.47,1.49,85.45,2938,2353,2587,2312
0.2,-0.14,0.01,402.9,-3.44,1.49,85.5,2691,2129,2843,2547
0.21,-0.16,0.01,403,-3.43,1.54,85.55,2645,2218,2578,2557
0.21,-0.17,-0.01,403.7,-3.44,1.56,85.6,2655,2050,2732,2395
0.18,-0.18,0,403.8,-3.46,1.58,85.65,2977,2345,2475,2279
0.2,-0.19,0.03,403.6,-3.44,1.64,85.7,2457,2245,2780,2458
0.19,-0.19,-0.04,404.9,-3.47,1.61,85.75,2273,2007,2646,2356
0.18,-0.19,-0.09,405.4,-3.51,1.56,85.8,2625,2081,2697,1874
0.18,-0.22,-0.02,405,-3.54,1.48,85.85,2714,1960,2693,2142
0.2,-0.24,0,404.4,-3.55,1.48,85.9,2642,2138,2765,2311
0.19,-0.26,-0.02,404.8,-3.57,1.5,85.95,2557,1964,2683,2178
0.19,-0.27,0.01,403.7,-3.58,1.51,86,2792,2211,2833,2186
0.19,-0.26,0.04,402.7,-3.56,1.46,86.05,2873,2014,2942,2386
0.18,-0.27,0.07,402.1,-3.55,1.44,86.1,2953,2385,2945,2278
0.18,-0.25,0.05,401.8,-3.52,1.45,86.15,2808,2218,2931,2479
0.17,-0.24,0.07,401.1,-3.49,1.45,86.2,2930,2469,2855,2374
0.18,-0.23,0.1,400.7,-3.44,1.42,86.25,2726,2329,3041,2681
0.18,-0.2,0,402.4,-3.44,1.33,86.3,2726,2053,2697,2141
0.19,-0.21,0.01,402.7,-3.45,1.32,86.35,2879,2321,2705,2206
0.19,-0.19,0.02,402.8,-3.43,1.31,86.4,2637,2294,2794,2298
0.17,-0.17,-0.03,403.8,-3.42,1.23,86.45,2387,2030,2754,2325
0.18,-0.17,-0.02,404,-3.45,1.15,86.5,2641,2384,2525,2086
0.19,-0.16,-0.01,403.7,-3.44,1.09,86.55,2634,2159,2928,2494
0.18,-0.16,0.02,403.6,-3.43,0.99,86.6,2544,2237,2785,2303
0.2,-0.14,0.02,403.6,-3.44,0.95,86.65,2578,2415,2630,2384
0.19,-0.16,0.06,402.7,-3.43,0.91,86.7,3039,2624,2608,2341
0.17,-0.13,0.1,401.5,-3.35,0.79,86.75,2659,2418,2964,2609
0.15,-0.11,-0.05,403.3,-3.35,0.68,86.8,2180,1972,2830,2415
0.16,-0.12,-0.06,404.3,-3.39,0.61,86.85,2376,2251,2436,2043
0.15,-0.1,-0.03,404.1,-3.41,0.49,86.9,2600,2403,2678,2383
0.15,-0.09,0.06,402.5,-3.37,0.39,86.95,2781,2651,2791,2485
0.17,-0.09,0.07,402.4,-3.32,0.34,87,2443,2151,2987,2753
0.15,-0.07,-0.11,404.8,-3.37,0.33,87.05,2239,2302,2217,2038
0.13,-0.04,-0.05,404.7,-3.4,0.29,87.1,2390,2546,2316,2306
0.1,-0.03,-0.03,404.8,-3.4,0.2,87.15,2166,2243,2489,2397
-0.05,-0.04,-0.02,404.1,-3.44,0.05,87.2,2552,2459,2434,2127
-0.05,-0.02,0.02,403.1,-3.48,0,87.25,2540,2788,2286,2239
-0.05,-0.02,0.01,402.5,-3.5,-0.08,87.3,2794,2717,2335,2310
-0.03,-0.02,0.04,401.6,-3.5,-0.25,87.35,2749,2571,2475,2294
-0.05,-0.01,0.01,401.6,-3.5,-0.31,87.4,2571,2664,2442,2279
-0.05,-0.02,0.02,401.5,-3.5,-0.34,87.45,2619,2795,2405,2290
0.13,0,-0.02,402.3,-3.48,-0.5,87.5,2358,2488,2528,2405
0.17,0,-0.04,403.3,-3.46,-0.65,87.55,2546,2268,2516,2308
0.16,0.01,0.02,402.9,-3.43,-0.71,87.6,2452,2607,2622,2455
0.16,-0.01,-0.01,403.3,-3.37,-0.92,87.65,2281,2201,2704,2597
0.15,-0.04,-0.07,404.7,-3.4,-1.07,87.7,2354,1861,2523,2192
0.17,-0.08,-0.07,405.1,-3.44,-1.07,87.75,2626,2226,2546,2082
0.17,-0.08,0,404.3,-3.42,-1.01,87.8,2578,2230,2674,2614
0.17,-0.08,-0.07,404.7,-3.43,-1.08,87.85,2178,2157,2856,2279
0.16,-0.08,-0.06,404.9,-3.46,-1.17,87.9,2413,2233,2495,2149
0.16,-0.1,-0.04,404.9,-3.5,-1.36,87.95,2560,2213,2595,2128
0.18,-0.13,-0.02,404.5,-3.5,-1.43,88,2668,2043,2646,2318
0.18,-0.15,0.01,403.8,-3.51,-1.43,88.05,3101,2405,2601,2248
0.18,-0.15,0.02,403.3,-3.49,-1.4,88.1,2536,2001,2783,2353
0.15,-0.14,0.04,402.7,-3.5,-1.43,88.15,2980,2458,2623,1992
0.15,-0.14,0.08,401.9,-3.47,-1.45,88.2,3074,2470,2855,2196
0.16,-0.13,0.05,401.4,-3.4,-1.43,88.25,2492,2126,3036,2546
0.15,-0.09,-0.04,403.2,-3.44,-1.46,88.3,2184,2221,2527,2152
0.15,-0.08,-0.07,403.8,-3.47,-1.51,88.35,2653,2282,2375,2174
0.17,-0.07,0.06,402.5,-3.44,-1.54,88.4,2832,2319,2875,2617
0.16,-0.05,0,402.8,-3.42,-1.51,88.45,2389,2077,2831,2565
0.17,-0.03,-0.08,403.7,-3.44,-1.49,88.5,2478,2099,2448,2536
0.16,-0.03,-0.01,403.9,-3.48,-1.39,88.55,2534,2192,2472,2448
0.15,-0.01,0.03,403.5,-3.49,-1.28,88.6,2589,2429,2414,2420
0.16,0,-0.02,403.6,-3.49,-1.23,88.65,2476,2542,2523,2576
0.16,0.02,0.15,400.6,-3.41,-1.26,88.7,2459,2693,2950,3075
0.13,0.02,0.06,400.9,-3.38,-1.37,88.75,2482,2597,2678,2542
0.13,0.03,0.08,400.6,-3.38,-1.45,88.8,2807,2965,2461,2435
0.16,0.04,0.05,400.8,-3.3,-1.6,88.85,2381,2335,2816,2889
0.16,0.05,-0.06,403.2,-3.34,-1.64,88.9,2258,2105,2435,2285
