A_x,A_y,A_z,CGHeight,ChassisPitchAngle,ChassisRollAngle,time,TireLoadFL,TireLoadFR,TireLoadRL,TireLoadRR
0.14,0.59,-0.2,408.5,-3.21,-0.2,434.15,761,2635,1953,2643
0.09,0.7,-0.06,408.6,-3.33,-0.23,434.2,896,2807,1577,3647
-0.1,0.73,-0.08,407.8,-3.59,-0.27,434.25,2170,4077,674,2132
-0.15,0.88,0.14,403.4,-3.58,-0.1,434.3,1803,4430,1532,3305
-0.13,0.92,0.11,401.2,-3.5,0.01,434.35,785,4209,1908,4103
-0.11,0.87,-0.05,402.8,-3.6,-0.18,434.4,1479,3826,1118,3013
-0.12,0.79,-0.18,405.6,-3.71,-0.33,434.45,1159,3464,1184,2340
-0.11,0.84,-0.14,406.2,-3.78,-0.27,434.5,910,3495,990,2977
-0.11,0.9,-0.09,406.1,-3.9,-0.23,434.55,1495,3861,1038,2802
-0.14,0.98,0.07,403.2,-3.9,-0.15,434.6,1638,4638,1215,3167
-0.2,1.05,0.13,400.7,-3.79,-0.05,434.65,1174,4531,1568,3930
-0.2,0.98,0,401.2,-3.8,-0.1,434.7,996,4250,1266,3479
-0.26,0.89,-0.15,403.8,-3.94,-0.34,434.75,1024,3850,1004,2648
-0.29,0.84,-0.23,405.9,-4.11,-0.54,434.8,929,3643,813,2316
-0.29,0.94,-0.16,406,-4.3,-0.67,434.85,1259,4005,732,2396
-0.15,1.08,-0.03,404.2,-4.39,-0.66,434.9,1452,4525,766,3066
-0.14,1.17,0.03,402,-4.35,-0.54,434.95,1214,4497,1031,3679
-0.22,1.19,0.04,400.8,-4.32,-0.43,435,1086,4480,1089,3739
-0.39,1.13,-0.06,401.3,-4.39,-0.41,435.05,877,4502,795,3432
-0.74,1.07,-0.05,400.7,-4.54,-0.48,435.1,1454,4646,598,2826
-0.67,1.18,0,399.2,-4.76,-0.53,435.15,2047,5182,443,2411
-0.38,1.34,0.04,397.5,-4.81,-0.32,435.2,1352,5533,491,3275
-0.28,1.39,0.04,396.8,-4.72,-0.14,435.25,795,5379,797,3933
-0.2,1.38,0.01,397.8,-4.66,-0.2,435.3,551,4895,956,3645
-0.18,1.34,-0.08,399.6,-4.67,-0.36,435.35,731,4838,1031,3059
-0.18,1.38,0,399.3,-4.67,-0.36,435.4,669,5495,540,3410
-0.22,1.5,0.08,397.9,-4.6,-0.46,435.45,844,5217,1141,3938
-0.21,1.48,0.07,397.4,-4.56,-0.55,435.5,754,5291,970,4034
-0.18,1.48,0.06,397.2,-4.56,-0.65,435.55,992,5249,853,3734
-0.16,1.47,0.02,398,-4.54,-0.78,435.6,870,4939,1093,3800
-0.07,1.49,0.07,397.8,-4.56,-0.83,435.65,939,5477,655,3754
0.01,1.51,0.11,397.4,-4.5,-0.84,435.7,956,5435,766,3981
0.06,1.46,0.12,397,-4.35,-0.88,435.75,549,4953,1088,4750
0.08,1.42,0.03,398.5,-4.26,-0.96,435.8,501,4550,1223,4309
0.13,1.43,0.02,399.8,-4.28,-1.01,435.85,666,4906,981,3817
0.15,1.4,-0.01,401.7,-4.27,-1.11,435.9,632,4574,1026,3936
0.16,1.49,0.09,400.5,-4.2,-1.16,435.95,381,5351,980,4376
0.23,1.56,0.16,399.4,-4.08,-1.31,436,803,4913,1888,4588
0.26,1.49,0.09,399.7,-3.96,-1.37,436.05,622,4979,1287,4598
0.26,1.45,0.11,399.8,-3.86,-1.46,436.1,670,4858,1374,4445
0.28,1.38,0.08,400.9,-3.78,-1.53,436.15,538,4756,1541,4365
0.26,1.37,0.09,401.3,-3.71,-1.68,436.2,753,4769,1430,4163
0.28,1.24,0.01,403.4,-3.66,-1.9,436.25,257,4292,1664,4068
0.23,1.33,0.1,402.3,-3.67,-2.1,436.3,910,5136,1432,3673
0.29,1.39,0.15,401.4,-3.59,-2.21,436.35,1231,4682,1673,4322
0.26,1.43,0.23,399.5,-3.45,-2.17,436.4,1010,4998,1664,4514
0.27,1.38,0.18,399.4,-3.33,-2.09,436.45,818,4615,1664,4838
0.26,1.36,0.11,400.6,-3.29,-2.08,436.5,848,4521,1655,4318
0.24,1.31,0.07,402.5,-3.3,-2.06,436.55,718,4496,1128,4144
0.25,1.33,0.03,403.4,-3.3,-2,436.6,791,4350,1287,4205
0.21,1.41,0.11,403.1,-3.29,-1.88,436.65,873,4806,1120,4173
0.28,1.25,-0.03,406,-3.25,-1.82,436.7,0,4131,1418,4444
0.23,1.32,0.05,406.5,-3.34,-2.03,436.75,0,5302,1307,3782
0.1,1.47,0.1,402.8,-3.32,-2.36,436.8,2336,4873,321,3790
0.36,1.66,0.4,396.3,-3.01,-2.05,436.85,792,4450,2824,5644
0.2,1.4,0.17,398.1,-2.98,-1.39,436.9,0,5457,770,5472
0.27,1.17,-0.07,403.9,-3.07,-1.63,436.95,271,4313,1055,3816
0.3,1.16,-0.09,407,-3.13,-2.22,437,1155,3674,1496,3158
0.3,1.19,-0.04,407.8,-3.15,-2.21,437.05,1082,3689,1202,3751
0.27,1.24,0.03,407,-3.14,-1.92,437.1,791,4720,940,4150
0.31,1.24,0.03,406.8,-3.08,-1.81,437.15,736,3987,1526,4343
0.25,1.18,0.03,406.7,-3.09,-1.76,437.2,744,4214,1152,4029
0.29,1.06,-0.09,408.8,-3.12,-1.83,437.25,611,3565,1546,3738
0.26,1.01,-0.11,409.8,-3.21,-1.87,437.3,824,3586,1210,3303
0.23,1.02,-0.04,409.3,-3.28,-1.85,437.35,1021,3863,1161,3436
0.28,1,0,408.3,-3.28,-1.78,437.4,987,3630,1517,3894
0.29,0.95,-0.03,408.1,-3.32,-1.71,437.45,870,3563,1642,3676
0.25,0.91,-0.09,408.9,-3.41,-1.67,437.5,1114,3454,1315,3477
0.27,0.87,-0.09,409.1,-3.5,-1.55,437.55,1237,3260,1257,3316
0.28,0.88,-0.02,407.9,-3.53,-1.32,437.6,1131,3531,1429,3687
0.27,0.88,0,407.3,-3.57,-1.17,437.65,1095,3825,1494,3677
0.26,0.85,-0.02,406.7,-3.59,-1.15,437.7,1383,3702,1422,3505
0.29,0.81,0,406.4,-3.59,-1.2,437.75,1150,3412,1863,3559
0.24,0.72,0.01,405.5,-3.61,-1.19,437.8,1748,3587,1403,3292
0.28,0.63,0,405.2,-3.55,-1.18,437.85,1317,2912,2087,3624
0.27,0.48,-0.04,406.1,-3.6,-1.22,437.9,1613,2528,1943,3098
0.25,0.34,-0.13,407.8,-3.7,-1.29,437.95,1786,2689,1637,2567
0.28,0.22,-0.02,406.6,-3.74,-1.38,438,2429,2709,2002,2589
0.25,0.12,0.04,405,-3.68,-1.39,438.05,2378,2473,2570,2915
0.25,0.03,0.02,404.6,-3.65,-1.38,438.1,2282,2286,2711,2707
0.24,-0.04,0.01,404.6,-3.68,-1.39,438.15,2759,2351,2399,2418
0.16,-0.11,0.05,403.8,-3.66,-1.4,438.2,2780,2280,2775,2384
0,-0.14,-0.03,404.3,-3.67,-1.37,438.25,2539,1860,2615,2436
0.01,-0.12,-0.09,405.1,-3.81,-1.32,438.3,2765,2332,2127,1837
0,-0.13,-0.02,404.2,-3.89,-1.26,438.35,3247,2600,1999,1946
0,-0.11,0.01,403.1,-3.84,-1.18,438.4,2727,2235,2650,2431
0.12,-0.12,0.02,402.4,-3.84,-1.05,438.45,3072,1935,2432,2435
0.38,-0.07,0.08,401.9,-3.78,-0.86,438.5,2657,2648,2679,2663
0.32,-0.05,0.06,402.4,-3.65,-0.76,438.55,2417,2222,3027,3066
0.25,-0.03,-0.05,404.4,-3.62,-0.71,438.6,2312,1884,2564,2550
0.25,-0.04,-0.06,405.3,-3.66,-0.62,438.65,2304,2055,2371,2279
0.24,-0.03,-0.03,405.5,-3.7,-0.48,438.7,2466,2245,2338,2369
0.28,-0.01,0,405.2,-3.71,-0.37,438.75,2479,2168,2543,2636
0.25,-0.02,0.01,404.9,-3.7,-0.23,438.8,2473,2239,2521,2640
0.26,-0.01,0.04,404.2,-3.69,-0.08,438.85,2584,2367,2635,2714
0.26,0,0.05,403.5,-3.67,0.09,438.9,2497,2772,2463,2708
0.27,0.02,0.08,402.8,-3.61,0.17,438.95,2465,2561,2628,2743
0.26,0.03,0.03,403.1,-3.57,0.19,439,2327,2225,2633,2925
0.26,0,-0.09,405.2,-3.59,0.3,439.05,2111,1759,2335,2600
0.24,-0.01,-0.01,405.2,-3.67,0.52,439.1,2730,2500,2022,2304
0.28,0.01,0.04,404.4,-3.63,0.73,439.15,2348,2713,2387,2823
0.25,0,0.06,403.2,-3.55,0.8,439.2,2431,2423,2814,2978
0.23,0,0.03,403.4,-3.54,0.84,439.25,2608,2379,2431,2487
0.27,-0.03,0.02,403.7,-3.51,0.91,439.3,2237,2120,2873,2753
0.24,-0.03,-0.07,405.2,-3.56,0.99,439.35,2424,2175,2187,2385
0.25,-0.04,-0.03,405.3,-3.58,1.04,439.4,2532,2210,2457,2431
0.23,-0.06,0,405.1,-3.58,1.15,439.45,2636,2388,2412,2619
0.24,-0.05,-0.03,405.2,-3.56,1.25,439.5,2257,2296,2567,2659
0.22,-0.06,0,404.4,-3.56,1.3,439.55,2655,2357,2376,2438
0.23,-0.08,0.03,404,-3.54,1.32,439.6,2474,2180,2719,2635
0.24,-0.09,0.03,404,-3.54,1.38,439.65,2663,2232,2529,2607
0.23,-0.09,0.07,403.2,-3.51,1.46,439.7,2620,2545,2820,2499
0.24,-0.08,0.06,403.1,-3.46,1.5,439.75,2142,2335,2925,2816
0.23,-0.09,-0.05,404.6,-3.48,1.46,439.8,2377,1986,2570,2436
0.21,-0.11,-0.05,405.3,-3.52,1.45,439.85,2675,2254,2203,2218
0.24,-0.14,-0.04,405,-3.51,1.48,439.9,2597,2096,2676,2441
0.22,-0.15,0.03,404.2,-3.5,1.53,439.95,2695,2276,2581,2397
0.25,-0.18,0.06,403.7,-3.47,1.53,440,2603,2224,2895,2534
0.21,-0.19,0,404.1,-3.47,1.5,440.05,2790,2118,2680,2368
0.24,-0.22,-0.02,404.5,-3.47,1.49,440.1,2304,1893,2744,2431
0.23,-0.25,-0.04,404.9,-3.51,1.47,440.15,2664,2080,2722,2125
0.24,-0.27,0.04,404.3,-3.52,1.42,440.2,3104,2268,2670,2215
0.24,-0.3,0.08,403.2,-3.46,1.4,440.25,2843,1973,3236,2593
0.22,-0.3,0.03,403.5,-3.44,1.42,440.3,2724,1989,2782,2312
0.23,-0.29,0.06,403.1,-3.43,1.44,440.35,2858,2145,2810,2314
0.23,-0.28,0.03,403.6,-3.42,1.43,440.4,2609,2033,3078,2313
0.23,-0.29,-0.01,404.4,-3.44,1.37,440.45,2703,1909,2915,2170
0.23,-0.26,-0.06,405.4,-3.47,1.33,440.5,2695,1904,2816,2078
0.21,-0.28,0.02,404.7,-3.48,1.35,440.55,2859,2084,2727,2282
0.23,-0.28,0.03,404.4,-3.46,1.39,440.6,2737,1991,2977,2399
0.24,-0.26,0.01,404.3,-3.46,1.4,440.65,2771,2032,2909,2222
0.23,-0.25,0,404.4,-3.45,1.43,440.7,2526,1928,2826,2277
0.23,-0.24,0,404.5,-3.49,1.45,440.75,2678,2182,2589,2191
0.23,-0.23,0.01,404.4,-3.48,1.44,440.8,2586,2003,2870,2440
0.21,-0.24,0.01,404.4,-3.49,1.41,440.85,2719,2149,2756,2318
0.22,-0.22,0.02,404.2,-3.49,1.38,440.9,2631,2182,2794,2352
0.21,-0.22,0.04,403.5,-3.48,1.34,440.95,2914,2406,2809,2335
0.22,-0.22,0,403.8,-3.45,1.32,441,2531,1980,2822,2568
0.21,-0.21,-0.05,404.4,-3.46,1.33,441.05,2286,2114,2587,2183
0.22,-0.2,-0.05,405.1,-3.51,1.31,441.1,2557,2119,2419,2308
0.22,-0.2,-0.04,405.1,-3.52,1.28,441.15,2668,1956,2606,2247
0.21,-0.21,-0.07,405.4,-3.52,1.34,441.2,2320,1727,2669,2360
0.21,-0.2,-0.15,406.7,-3.59,1.43,441.25,2323,1767,2351,2039
0.21,-0.2,-0.07,406.3,-3.68,1.5,441.3,2790,2301,2328,2000
0.24,-0.21,0.09,403.7,-3.64,1.53,441.35,2891,2646,2779,2450
0.24,-0.21,0.12,401.8,-3.57,1.52,441.4,2663,2281,3144,2882
0.2,-0.18,0,402.7,-3.57,1.5,441.45,2643,1943,2764,2461
0.18,-0.18,0.02,402.5,-3.6,1.55,441.5,3007,2827,2542,2145
0.23,-0.18,0.11,401.5,-3.55,1.59,441.55,2522,2507,2945,2629
0.22,-0.15,0.05,401.7,-3.51,1.51,441.6,2494,2154,2743,2645
0.18,-0.14,-0.05,403.3,-3.51,1.43,441.65,2371,1867,2645,2209
0.19,-0.15,0,403.4,-3.55,1.45,441.7,2748,2320,2380,2182
0.21,-0.15,0.04,402.9,-3.53,1.49,441.75,2578,2427,2773,2541
0.19,-0.14,0.01,403.1,-3.5,1.47,441.8,2496,2201,2727,2581
0.19,-0.14,0.01,402.9,-3.5,1.47,441.85,2725,2462,2516,2307
0.2,-0.15,0.04,402.3,-3.47,1.52,441.9,2663,2236,2734,2717
0.19,-0.12,-0.03,403.4,-3.47,1.55,441.95,2412,1966,2759,2383
0.18,-0.13,-0.05,404.3,-3.51,1.58,442,2749,2073,2429,2115
0.19,-0.14,0,403.8,-3.5,1.68,442.05,2649,2291,2608,2394
0.21,-0.12,0,403.8,-3.48,1.77,442.1,2061,2171,2606,2553
0.18,-0.12,-0.03,404.3,-3.52,1.74,442.15,2348,2191,2277,2342
0.21,-0.12,-0.04,404.7,-3.56,1.71,442.2,2564,2204,2506,2283
0.21,-0.12,-0.05,404.8,-3.57,1.76,442.25,2408,2079,2513,2440
0.18,-0.12,-0.05,404.8,-3.61,1.81,442.3,2435,2352,2458,2363
0.2,-0.13,0.05,403.2,-3.62,1.83,442.35,2962,2591,2530,2454
0.18,-0.13,0.09,401.9,-3.56,1.82,442.4,2658,2349,3065,2741
0.18,-0.11,0.03,401.8,-3.56,1.81,442.45,2719,2559,2768,2468
0.19,-0.12,0.04,401.5,-3.54,1.77,442.5,2750,2385,2798,2572
0.15,-0.11,0.12,400.3,-3.5,1.74,442.55,2963,2704,2797,2487
0.21,-0.11,0.11,400.1,-3.43,1.74,442.6,2402,2461,3048,2838
0.18,-0.11,-0.01,401.6,-3.41,1.7,442.65,2465,2227,2518,2466
0.16,-0.12,-0.04,402.8,-3.43,1.64,442.7,2578,2246,2504,2232
0.18,-0.12,0,402.9,-3.42,1.64,442.75,2615,2346,2548,2315
0.17,-0.11,-0.01,403.1,-3.4,1.64,442.8,2293,2281,2693,2492
0.15,-0.11,0.01,403.3,-3.41,1.57,442.85,2490,2542,2468,2280
0.16,-0.11,0.02,403.1,-3.4,1.46,442.9,2375,2418,2644,2466
0.18,-0.11,-0.01,403.7,-3.41,1.34,442.95,2563,2284,2519,2398
-0.03,-0.12,-0.03,404,-3.44,1.27,443,2512,2486,2538,2251
-0.06,-0.12,0.06,402.3,-3.47,1.18,443.05,3206,2830,2403,2208
-0.06,-0.12,0.14,399.9,-3.42,1.1,443.1,3066,2792,2937,2525
-0.05,-0.1,-0.01,400.6,-3.41,1.03,443.15,2345,2499,2747,2426
-0.01,-0.1,-0.06,402.5,-3.48,0.88,443.2,2603,2460,2143,1882
0.22,-0.1,-0.02,403,-3.47,0.72,443.25,2670,2448,2589,2177
0.17,-0.11,0.06,402.3,-3.39,0.61,443.3,2789,2608,2673,2484
0.18,-0.11,0.04,402.4,-3.31,0.51,443.35,2232,2036,3044,2755
0.16,-0.11,-0.05,404.2,-3.35,0.46,443.4,2529,2237,2315,2177
0.18,-0.1,-0.02,404.4,-3.37,0.4,443.45,2455,2541,2600,2256
0.18,-0.1,-0.02,404.5,-3.36,0.29,443.5,2143,2162,2703,2533
0.17,-0.11,-0.03,404.9,-3.38,0.15,443.55,2576,2350,2330,2163
0.17,-0.12,0.03,403.9,-3.37,0.08,443.6,2542,2439,2704,2422
0.18,-0.12,0.03,403.5,-3.36,-0.03,443.65,2449,2427,2737,2459
0.17,-0.12,0,403.7,-3.36,-0.2,443.7,2582,2168,2718,2335
0.18,-0.13,-0.02,403.9,-3.37,-0.31,443.75,2618,2217,2660,2208
0.14,-0.13,0.01,403.6,-3.37,-0.36,443.8,2664,2443,2673,2303
0.18,-0.13,-0.01,403.5,-3.33,-0.46,443.85,2326,2241,2870,2490
0.16,-0.11,-0.06,404.5,-3.36,-0.62,443.9,2349,2127,2538,2172
0.16,-0.12,0.03,403.7,-3.37,-0.75,443.95,2678,2580,2522,2121
0.15,-0.12,0.06,403,-3.32,-0.94,444,2513,2126,2983,2478
0.16,-0.11,-0.08,405.1,-3.36,-1.1,444.05,2344,1826,2666,2077
0.14,-0.12,-0.08,405.9,-3.45,-1.07,444.1,2938,2103,2198,2040
0.17,-0.12,0.02,404.5,-3.42,-0.97,444.15,2533,2284,2828,2447
0.14,-0.08,-0.02,404.2,-3.41,-1.02,444.2,2063,2375,2782,2336
0.16,-0.06,-0.04,404.3,-3.44,-1.19,444.25,2428,2283,2455,2199
0.16,-0.06,-0.04,404.6,-3.46,-1.34,444.3,2489,2005,2594,2155
0.17,-0.07,-0.06,405,-3.5,-1.33,444.35,2389,2075,2434,2230
0.15,-0.04,-0.02,404.4,-3.52,-1.28,444.4,2604,2344,2303,2287
0.16,-0.01,0.03,403.2,-3.5,-1.25,444.45,2436,2514,2691,2515
0.16,0.01,0.05,402.4,-3.49,-1.23,444.5,2521,2589,2473,2627
0.17,0.04,0.09,401.5,-3.47,-1.23,444.55,2692,2628,2598,2632
0.16,0.07,0.07,401.3,-3.44,-1.2,444.6,2241,2447,2591,2638
0.14,0.09,-0.04,402.8,-3.45,-1.22,444.65,2017,2312,2331,2362
0.15,0.1,-0.02,403.5,-3.49,-1.28,444.7,2329,2413,2154,2252
0.17,0.1,0.01,403,-3.47,-1.28,444.75,2385,2498,2435,2705
0.15,0.12,-0.04,403.1,-3.45,-1.24,444.8,2106,2277,2484,2650
0.14,0.13,-0.07,404.2,-3.5,-1.2,444.85,1999,2635,2111,2329
0.17,0.14,-0.02,403.9,-3.53,-1.15,444.9,2302,2486,2083,2592
0.16,0.13,0.01,403.4,-3.53,-1.07,444.95,2360,2526,2351,2530
0.15,0.12,0.12,401.4,-3.51,-0.97,445,2619,3235,2387,2731
0.16,0.13,0.15,399.7,-3.42,-1.01,445.05,2239,2850,2887,3095
0.14,0.1,0.04,400.1,-3.39,-1.17,445.1,2541,2734,2582,2681
0.15,0.08,0.07,400.1,-3.37,-1.32,445.15,2627,2697,2736,2540
0.13,0.07,0.01,401.2,-3.34,-1.45,445.2,2206,2303,2777,2772
0.14,0.03,-0.13,404.2,-3.39,-1.54,445.25,2118,2073,2284,2256
0.13,0.02,-0.1,405.1,-3.44,-1.57,445.3,2270,2336,2190,2141
0.16,0,-0.03,404.5,-3.44,-1.6,445.35,2463,2215,2465,2414
0.16,-0.02,0,403.8,-3.45,-1.58,445.4,2609,2311,2602,2416
0.18,-0.03,-0.05,404.5,-3.47,-1.53,445.45,2026,2245,2587,2479
0.15,-0.01,-0.07,404.8,-3.52,-1.57,445.5,2436,2414,2053,2185
0.14,-0.02,0.03,403.2,-3.51,-1.64,445.55,2662,2621,2632,2435
0.16,-0.03,0.03,402.3,-3.49,-1.69,445.6,2462,2282,2763,2722
0.14,-0.03,0.02,402,-3.49,-1.75,445.65,2654,2599,2588,2307
0.16,-0.03,0.07,401.4,-3.48,-1.82,445.7,2661,2438,2699,2592
0.14,-0.03,0.08,400.8,-3.45,-1.89,445.75,2726,2653,2776,2454
0.14,-0.04,0.05,400.9,-3.42,-1.97,445.8,2720,2158,2834,2591
0.14,-0.04,0.01,401.6,-3.43,-1.96,445.85,2684,2492,2752,2256
0.15,-0.04,0.05,401,-3.4,-1.93,445.9,2566,2791,2675,2666
0.07,-0.02,0.02,401.1,-3.36,-2.05,445.95,2361,2402,2839,2791
-0.13,-0.04,-0.14,404.2,-3.47,-2.1,446,2553,1762,2015,1736
-0.15,-0.03,-0.13,404.9,-3.61,-1.94,446.05,2628,2638,1785,1666
-0.65,-0.01,0.01,402.2,-3.68,-1.86,446.1,2708,3064,2048,2148
-1.12,0.01,0.03,399,-3.9,-1.97,446.15,3348,3166,1793,1664
-1.32,0.04,0,396.4,-4.25,-2.04,446.2,3709,3685,1326,1011
-1.44,0.05,-0.01,393.3,-4.59,-2.02,446.25,4079,4112,835,1021
-1.47,0.05,0.04,390.3,-4.79,-1.99,446.3,4267,4328,1042,1016
-1.43,0.09,0.1,388.3,-4.84,-1.98,446.35,4000,4397,1180,1276
-0.55,0.3,0.02,390.3,-4.79,-1.92,446.4,3255,3379,1219,1846
